Age,AgeGroup,Attrition,Attrition_Flag,Department,Education,EducationLevel,JobRole_Clean,Gender,MaritalStatus_Clean,Monthly Income,MonthlyIncome_Lakhs,SalaryBand,OverTime_Flag,Percent Salary Hike,Performance Rating,PerformanceRating_Clean,HighPerformer,Total Working Years,Years At Company,TenureGroup,LongTenure,NewHire,Work Life Balance,WorkLifeBalance_Level,GoodWorkLife,PoorWorkLife,Stock Option Level,HasStockOptions,Num Companies Worked,Distance From Home,AvgSatisfaction,HighSatisfaction,LowSatisfaction,HighInvolvement,LowInvolvement,HighPaid,LowPaid,EmploymentStatus
35,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,2705,0.02705,<20K,0,16,3,Fully Meets,0,6,5,5-10 years,0,0,4,Excellent,1,0,1,1,0,23,2.3333333333333335,0,0,0,1,0,1,Current
30,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Married,2141,0.02141,<20K,0,12,3,Fully Meets,0,6,6,5-10 years,1,0,2,Average,0,1,1,1,1,7,2.0,0,1,0,1,0,1,Current
34,26-35,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Married,3986,0.03986,<20K,0,14,3,Fully Meets,0,15,15,15-20 years,1,0,4,Excellent,1,0,1,1,1,5,3.0,0,0,0,1,0,1,Current
27,26-35,No,0,R&D,Master's Degree,,Research Scientist,Male,Married,2226,0.02226,<20K,0,11,3,Fully Meets,0,6,5,5-10 years,0,0,2,Average,0,1,1,1,1,2,2.3333333333333335,0,0,1,0,0,1,Current
31,26-35,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,3477,0.03477,<20K,0,14,3,Fully Meets,0,6,5,5-10 years,0,0,4,Excellent,1,0,1,1,1,2,3.0,0,0,1,0,0,1,Current
30,26-35,No,0,R&D,High School,,Research Scientist,Male,Married,2862,0.02862,<20K,0,12,3,Fully Meets,0,10,10,10-15 years,1,0,2,Average,0,1,1,1,1,16,2.6666666666666665,0,0,1,0,0,1,Current
34,26-35,No,0,R&D,Master's Degree,,Research Scientist,Male,Married,5484,0.05484,<20K,0,17,3,Fully Meets,0,9,2,1-3 years,0,0,2,Average,0,1,1,1,9,1,2.6666666666666665,0,0,1,0,0,1,Current
44,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Married,5033,0.05033,<20K,0,15,3,Fully Meets,0,10,2,1-3 years,0,0,3,Good,1,0,1,1,2,1,2.3333333333333335,0,0,1,0,0,1,Current
42,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,4841,0.04841,<20K,0,14,3,Fully Meets,0,4,1,1-3 years,0,0,3,Good,1,0,1,1,4,2,2.3333333333333335,0,0,0,1,0,1,Current
35,36-45,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Married,2690,0.0269,<20K,0,18,3,Fully Meets,0,1,1,1-3 years,0,0,2,Average,0,1,1,1,1,7,3.6666666666666665,1,0,0,1,0,1,Current
42,36-45,No,0,R&D,Bachelor's Degree,,Research Director,Male,Married,13348,0.13348,<20K,0,13,3,Fully Meets,0,18,13,10-15 years,1,0,4,Excellent,1,0,1,1,9,6,2.0,0,1,1,0,0,1,Current
28,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Married,2044,0.02044,<20K,0,11,3,Fully Meets,0,5,5,5-10 years,0,0,4,Excellent,1,0,1,1,1,1,3.3333333333333335,1,0,1,0,0,1,Current
30,26-35,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Married,5294,0.05294,<20K,0,16,3,Fully Meets,0,10,7,5-10 years,1,0,3,Good,1,0,1,1,3,16,3.0,0,0,1,0,0,1,Current
24,18-25,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Married,4401,0.04401,<20K,0,16,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,1,1,1,9,3.3333333333333335,1,0,1,0,0,1,Current
39,36-45,No,0,R&D,High School,,Healthcare Representative,Male,Married,9991,0.09991,<20K,0,15,3,Fully Meets,0,9,7,5-10 years,1,0,3,Good,1,0,1,1,4,6,2.0,0,1,0,1,0,1,Current
44,36-45,No,0,R&D,Bachelor's Degree,,Research Director,Male,Married,16328,0.16328,<20K,0,13,3,Fully Meets,0,24,20,20+ years,1,0,4,Excellent,1,0,1,1,3,28,2.6666666666666665,0,0,1,0,0,1,Current
35,36-45,No,0,R&D,Master's Degree,,Manufacturing Director,Male,Married,6883,0.06883,<20K,0,16,3,Fully Meets,0,17,7,5-10 years,1,0,3,Good,1,0,1,1,2,27,3.0,0,0,1,0,0,1,Current
33,26-35,No,0,R&D,Master's Degree,,Research Scientist,Male,Married,3143,0.03143,<20K,0,19,3,Fully Meets,0,14,10,10-15 years,1,0,3,Good,1,0,1,1,6,8,2.3333333333333335,0,0,1,0,0,1,Current
23,18-25,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Married,2073,0.02073,<20K,0,16,3,Fully Meets,0,4,2,1-3 years,0,0,3,Good,1,0,1,1,2,10,3.6666666666666665,1,0,1,0,0,1,Current
36,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Married,5347,0.05347,<20K,0,14,3,Fully Meets,0,10,3,3-5 years,0,0,2,Average,0,1,2,1,6,26,2.0,0,1,1,0,0,1,Current
40,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,2406,0.02406,<20K,0,19,3,Fully Meets,0,8,1,1-3 years,0,0,2,Average,0,1,2,1,8,1,2.6666666666666665,0,0,1,0,0,1,Current
42,36-45,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Married,5538,0.05538,<20K,0,18,3,Fully Meets,0,10,0,<1 year,0,1,2,Average,0,1,2,1,5,13,2.0,0,1,1,0,0,1,Current
35,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,3407,0.03407,<20K,0,17,3,Fully Meets,0,10,10,10-15 years,1,0,2,Average,0,1,2,1,1,28,3.0,0,0,1,0,0,1,Current
28,26-35,No,0,R&D,High School,,Manufacturing Director,Male,Married,6549,0.06549,<20K,0,14,3,Fully Meets,0,8,8,5-10 years,1,0,2,Average,0,1,2,1,1,29,2.3333333333333335,0,0,0,1,0,1,Current
29,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Married,2451,0.02451,<20K,0,18,3,Fully Meets,0,5,1,1-3 years,0,0,2,Average,0,1,2,1,6,9,2.3333333333333335,0,0,1,0,0,1,Current
39,36-45,No,0,R&D,Doctoral Degree,,Manufacturing Director,Male,Married,5377,0.05377,<20K,0,13,3,Fully Meets,0,10,7,5-10 years,1,0,3,Good,1,0,3,1,2,10,2.3333333333333335,0,0,1,0,0,1,Current
33,26-35,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,2028,0.02028,<20K,0,18,3,Fully Meets,0,14,14,10-15 years,1,0,3,Good,1,0,3,1,1,21,2.6666666666666665,0,0,1,0,0,1,Current
55,56-65,No,0,R&D,Bachelor's Degree,,Research Director,Male,Married,19038,0.19038,<20K,0,12,3,Fully Meets,0,34,1,1-3 years,0,0,3,Good,1,0,3,1,8,2,2.0,0,1,0,1,0,1,Current
37,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Male,Married,5768,0.05768,<20K,0,17,3,Fully Meets,0,9,4,3-5 years,0,0,2,Average,0,1,3,1,3,19,2.3333333333333335,0,0,1,0,0,1,Current
26,26-35,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,2305,0.02305,<20K,0,15,3,Fully Meets,0,3,3,3-5 years,0,0,4,Excellent,1,0,3,1,1,17,3.3333333333333335,1,0,0,1,0,1,Current
36,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Single,5810,0.0581,<20K,0,16,3,Fully Meets,0,10,10,10-15 years,1,0,2,Average,0,1,0,0,1,4,2.6666666666666665,0,0,0,1,0,1,Current
36,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,2013,0.02013,<20K,0,11,3,Fully Meets,0,15,4,3-5 years,0,0,3,Good,1,0,0,0,2,7,2.0,0,1,1,0,0,1,Current
23,18-25,No,0,R&D,High School,,Laboratory Technician,Male,Single,2272,0.02272,<20K,0,14,3,Fully Meets,0,5,4,3-5 years,0,0,3,Good,1,0,0,0,0,20,2.0,0,1,1,0,0,1,Current
34,26-35,No,0,R&D,Master's Degree,,Research Scientist,Male,Single,2972,0.02972,<20K,0,13,3,Fully Meets,0,1,1,1-3 years,0,0,1,Bad,0,1,0,0,1,7,2.6666666666666665,0,0,1,0,0,1,Current
39,36-45,No,0,R&D,High School,,Research Scientist,Male,Single,4108,0.04108,<20K,0,13,3,Fully Meets,0,18,7,5-10 years,1,0,3,Good,1,0,0,0,7,24,2.0,0,1,1,0,0,1,Current
24,18-25,No,0,R&D,Associates Degree,,Healthcare Representative,Male,Single,4617,0.04617,<20K,0,12,3,Fully Meets,0,4,4,3-5 years,0,0,2,Average,0,1,0,0,1,1,2.3333333333333335,0,0,0,1,0,1,Current
35,36-45,No,0,R&D,Master's Degree,,Research Scientist,Male,Single,5098,0.05098,<20K,0,19,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,0,0,1,9,2.3333333333333335,0,0,1,0,0,1,Current
41,36-45,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Single,6870,0.0687,<20K,0,12,3,Fully Meets,0,11,3,3-5 years,0,0,1,Bad,0,1,0,0,3,5,1.6666666666666667,0,1,1,0,0,1,Current
40,36-45,No,0,R&D,Master's Degree,,Research Scientist,Male,Single,2809,0.02809,<20K,0,14,3,Fully Meets,0,8,2,1-3 years,0,0,3,Good,1,0,0,0,2,2,3.3333333333333335,1,0,0,1,0,1,Current
26,26-35,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,2867,0.02867,<20K,0,13,3,Fully Meets,0,8,7,5-10 years,1,0,2,Average,0,1,0,0,0,1,2.6666666666666665,0,0,1,0,0,1,Current
46,46-55,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Single,5562,0.05562,<20K,0,14,3,Fully Meets,0,19,10,10-15 years,1,0,3,Good,1,0,0,0,6,13,3.0,0,0,1,0,0,1,Current
49,46-55,No,0,R&D,Bachelor's Degree,,Manager,Male,Single,15379,0.15379,<20K,0,14,3,Fully Meets,0,23,8,5-10 years,1,0,3,Good,1,0,0,0,4,1,2.3333333333333335,0,0,1,0,0,1,Current
21,18-25,No,0,R&D,High School,,Research Scientist,Male,Single,3117,0.03117,<20K,0,18,3,Fully Meets,0,3,2,1-3 years,0,0,3,Good,1,0,0,0,1,5,3.3333333333333335,1,0,1,0,0,1,Current
26,26-35,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,3578,0.03578,<20K,0,12,3,Fully Meets,0,8,7,5-10 years,1,0,3,Good,1,0,0,0,0,7,2.6666666666666665,0,0,1,0,0,1,Current
35,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,2450,0.0245,<20K,0,19,3,Fully Meets,0,3,3,3-5 years,0,0,3,Good,1,0,0,0,1,1,2.3333333333333335,0,0,0,1,0,1,Current
33,26-35,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Male,Single,4320,0.0432,<20K,0,13,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,0,0,1,25,3.3333333333333335,1,0,0,1,0,1,Current
29,26-35,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,2062,0.02062,<20K,0,14,3,Fully Meets,0,11,3,3-5 years,0,0,3,Good,1,0,0,0,3,7,2.3333333333333335,0,0,1,0,0,1,Current
32,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Single,2439,0.02439,<20K,0,14,3,Fully Meets,0,4,4,3-5 years,0,0,3,Good,1,0,0,0,1,2,3.0,0,0,1,0,0,1,Current
44,36-45,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Single,3420,0.0342,<20K,0,13,3,Fully Meets,0,6,5,5-10 years,0,0,2,Average,0,1,0,0,1,20,3.0,0,0,1,0,0,1,Current
42,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,3968,0.03968,<20K,0,13,3,Fully Meets,0,8,0,<1 year,0,1,3,Good,1,0,0,0,4,8,3.6666666666666665,1,0,1,0,0,1,Current
22,18-25,No,0,R&D,Associates Degree,,Research Scientist,Male,Single,3375,0.03375,<20K,0,12,3,Fully Meets,0,4,3,3-5 years,0,0,4,Excellent,1,0,0,0,0,1,3.6666666666666665,1,0,1,0,0,1,Current
23,18-25,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Single,2647,0.02647,<20K,0,13,3,Fully Meets,0,5,5,5-10 years,0,0,4,Excellent,1,0,0,0,1,12,3.6666666666666665,1,0,1,0,0,1,Current
53,46-55,No,0,R&D,Bachelor's Degree,,Research Director,Male,Single,16598,0.16598,<20K,0,12,3,Fully Meets,0,35,9,5-10 years,1,0,2,Average,0,1,0,0,4,2,2.6666666666666665,0,0,1,0,0,1,Current
31,26-35,No,0,Sales,Associates Degree,,Sales Executive,Male,Divorced,10793,0.10793,<20K,0,18,3,Fully Meets,0,13,13,10-15 years,1,0,3,Good,1,0,1,1,1,8,2.0,0,1,1,0,0,1,Current
30,26-35,No,0,Sales,Associates Degree,,Sales Executive,Male,Divorced,7140,0.0714,<20K,0,11,3,Fully Meets,0,12,7,5-10 years,1,0,3,Good,1,0,1,1,2,15,1.6666666666666667,0,1,0,1,0,1,Current
41,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Divorced,8938,0.08938,<20K,0,11,3,Fully Meets,0,14,5,5-10 years,0,0,3,Good,1,0,1,1,2,3,2.6666666666666665,0,0,0,1,0,1,Current
34,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Divorced,8628,0.08628,<20K,0,18,3,Fully Meets,0,9,8,5-10 years,1,0,2,Average,0,1,1,1,1,13,3.3333333333333335,1,0,1,0,0,1,Current
29,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Divorced,8620,0.0862,<20K,0,14,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,2,1,1,19,3.0,0,0,0,1,0,1,Current
33,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Divorced,5505,0.05505,<20K,0,14,3,Fully Meets,0,6,6,5-10 years,1,0,3,Good,1,0,2,1,1,2,3.6666666666666665,1,0,1,0,0,1,Current
48,46-55,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Divorced,5486,0.05486,<20K,0,11,3,Fully Meets,0,15,2,1-3 years,0,0,3,Good,1,0,3,1,4,7,1.6666666666666667,0,1,1,0,0,1,Current
40,36-45,No,0,Sales,Associates Degree,,Sales Executive,Male,Married,5473,0.05473,<20K,0,12,3,Fully Meets,0,9,8,5-10 years,1,0,4,Excellent,1,0,0,0,0,9,2.0,0,1,1,0,0,1,Current
33,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Married,6392,0.06392,<20K,0,13,3,Fully Meets,0,8,2,1-3 years,0,0,1,Bad,0,1,1,1,2,8,2.0,0,1,1,0,0,1,Current
31,26-35,No,0,Sales,Associates Degree,,Sales Representative,Male,Married,3067,0.03067,<20K,0,19,3,Fully Meets,0,3,2,1-3 years,0,0,3,Good,1,0,1,1,0,2,2.3333333333333335,0,0,1,0,0,1,Current
31,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,8346,0.08346,<20K,0,19,3,Fully Meets,0,6,5,5-10 years,0,0,3,Good,1,0,1,1,1,5,2.3333333333333335,0,0,1,0,0,1,Current
32,26-35,No,0,Sales,Master's Degree,,Sales Representative,Male,Married,2269,0.02269,<20K,0,14,3,Fully Meets,0,3,2,1-3 years,0,0,3,Good,1,0,1,1,0,1,2.0,0,1,0,1,0,1,Current
35,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Married,5561,0.05561,<20K,0,16,3,Fully Meets,0,6,5,5-10 years,0,0,1,Bad,0,1,1,1,0,18,2.3333333333333335,0,0,1,0,0,1,Current
30,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Married,9250,0.0925,<20K,0,12,3,Fully Meets,0,9,4,3-5 years,0,0,3,Good,1,0,1,1,3,29,2.3333333333333335,0,0,1,0,0,1,Current
38,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,9924,0.09924,<20K,0,11,3,Fully Meets,0,10,9,5-10 years,1,0,3,Good,1,0,1,1,0,14,3.0,0,0,1,0,0,1,Current
32,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,9610,0.0961,<20K,0,13,3,Fully Meets,0,10,4,3-5 years,0,0,1,Bad,0,1,1,1,3,19,3.3333333333333335,1,0,0,1,0,1,Current
35,36-45,No,0,Sales,High School,,Sales Representative,Male,Married,2404,0.02404,<20K,0,13,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,1,1,1,7,2.6666666666666665,0,0,1,0,0,1,Current
32,26-35,No,0,Sales,Doctoral Degree,,Sales Executive,Male,Married,9204,0.09204,<20K,0,12,3,Fully Meets,0,7,4,3-5 years,0,0,2,Average,0,1,1,1,4,7,3.6666666666666665,1,0,1,0,0,1,Current
39,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,8237,0.08237,<20K,0,11,3,Fully Meets,0,11,7,5-10 years,1,0,3,Good,1,0,1,1,2,6,2.6666666666666665,0,0,1,0,0,1,Current
37,36-45,No,0,Sales,Associates Degree,,Sales Executive,Male,Married,4189,0.04189,<20K,0,14,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,2,1,1,9,1.6666666666666667,0,1,0,1,0,1,Current
36,36-45,No,0,Sales,Associates Degree,,Sales Executive,Male,Married,5507,0.05507,<20K,0,16,3,Fully Meets,0,12,4,3-5 years,0,0,1,Bad,0,1,2,1,2,17,2.6666666666666665,0,0,0,1,0,1,Current
38,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Married,4440,0.0444,<20K,0,15,3,Fully Meets,0,16,15,15-20 years,1,0,3,Good,1,0,2,1,0,1,2.3333333333333335,0,0,1,0,0,1,Current
30,26-35,No,0,Sales,High School,,Sales Executive,Male,Married,5301,0.05301,<20K,0,15,3,Fully Meets,0,4,2,1-3 years,0,0,2,Average,0,1,2,1,8,16,3.3333333333333335,1,0,1,0,0,1,Current
38,36-45,No,0,Sales,Bachelor's Degree,,Sales Representative,Male,Single,2858,0.02858,<20K,0,14,3,Fully Meets,0,20,1,1-3 years,0,0,2,Average,0,1,0,0,4,1,1.0,0,1,0,1,0,1,Current
39,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Single,13341,0.13341,<20K,0,12,3,Fully Meets,0,21,20,20+ years,1,0,3,Good,1,0,0,0,0,15,1.3333333333333333,0,1,1,0,0,1,Current
40,36-45,No,0,Sales,Master's Degree,,Manager,Male,Single,19833,0.19833,<20K,0,14,3,Fully Meets,0,21,21,20+ years,1,0,2,Average,0,1,0,0,1,7,2.0,0,1,1,0,0,1,Current
33,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Single,5487,0.05487,<20K,0,14,3,Fully Meets,0,10,10,10-15 years,1,0,2,Average,0,1,0,0,1,10,2.3333333333333335,0,0,1,0,0,1,Current
29,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Single,5869,0.05869,<20K,0,11,3,Fully Meets,0,8,5,5-10 years,0,0,3,Good,1,0,0,0,9,10,3.0,0,0,0,1,0,1,Current
26,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Single,4684,0.04684,<20K,0,13,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,0,0,1,10,2.6666666666666665,0,0,1,0,0,1,Current
34,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Single,4759,0.04759,<20K,0,18,3,Fully Meets,0,15,13,10-15 years,1,0,3,Good,1,0,0,0,3,3,3.0,0,0,0,1,0,1,Current
20,18-25,No,0,Sales,High School,,Sales Representative,Male,Single,2728,0.02728,<20K,0,11,3,Fully Meets,0,2,2,1-3 years,0,0,3,Good,1,0,0,0,1,9,2.0,0,1,1,0,0,1,Current
28,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Single,8463,0.08463,<20K,0,18,3,Fully Meets,0,6,5,5-10 years,0,0,3,Good,1,0,0,0,0,5,3.0,0,0,1,0,0,1,Current
41,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Single,9241,0.09241,<20K,0,12,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,0,0,1,6,3.0,0,0,1,0,0,1,Current
27,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Single,4105,0.04105,<20K,0,14,3,Fully Meets,0,7,7,5-10 years,1,0,3,Good,1,0,0,0,1,9,3.0,0,0,1,0,0,1,Current
46,46-55,No,0,Sales,Master's Degree,,Manager,Male,Single,17567,0.17567,<20K,0,15,3,Fully Meets,0,27,26,20+ years,1,0,1,Bad,0,1,0,0,1,1,2.3333333333333335,0,0,1,0,0,1,Current
22,18-25,No,0,R&D,Associates Degree,,Research Scientist,Female,Married,2814,0.02814,<20K,1,14,3,Fully Meets,0,4,4,3-5 years,0,0,2,Average,0,1,0,0,1,26,2.3333333333333335,0,0,0,1,0,1,Current
38,36-45,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Divorced,2133,0.02133,<20K,1,16,3,Fully Meets,0,20,20,20+ years,1,0,3,Good,1,0,1,1,1,8,3.0,0,0,0,1,0,1,Current
24,18-25,No,0,R&D,High School,,Research Scientist,Female,Single,3760,0.0376,<20K,1,13,3,Fully Meets,0,6,6,5-10 years,1,0,3,Good,1,0,0,0,1,2,2.6666666666666665,0,0,1,0,0,1,Current
27,26-35,No,0,R&D,Associates Degree,,Laboratory Technician,Female,Single,2379,0.02379,<20K,1,14,3,Fully Meets,0,6,5,5-10 years,0,0,2,Average,0,1,0,0,0,5,3.6666666666666665,1,0,1,0,0,1,Current
44,36-45,No,0,HR,Bachelor's Degree,,Human Resources,Female,Divorced,3195,0.03195,<20K,1,18,3,Fully Meets,0,8,2,1-3 years,0,0,3,Good,1,0,3,1,4,1,2.6666666666666665,0,0,1,0,0,1,Current
35,36-45,No,0,HR,Master's Degree,,Human Resources,Female,Single,8837,0.08837,<20K,1,16,3,Fully Meets,0,9,9,5-10 years,1,0,3,Good,1,0,0,0,1,26,3.3333333333333335,1,0,1,0,0,1,Current
44,36-45,No,0,R&D,Bachelor's Degree,,Research Director,Female,Divorced,19049,0.19049,<20K,1,14,3,Fully Meets,0,23,22,20+ years,1,0,2,Average,0,1,1,1,0,7,3.3333333333333335,1,0,1,0,0,1,Current
47,46-55,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Divorced,10333,0.10333,<20K,1,12,3,Fully Meets,0,28,22,20+ years,1,0,3,Good,1,0,1,1,8,4,2.6666666666666665,0,0,0,1,0,1,Current
49,46-55,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Female,Divorced,2587,0.02587,<20K,1,16,3,Fully Meets,0,17,2,1-3 years,0,0,2,Average,0,1,1,1,4,16,2.3333333333333335,0,0,1,0,0,1,Current
31,26-35,No,0,R&D,High School,,Laboratory Technician,Female,Divorced,1129,0.01129,<20K,1,11,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,3,1,1,2,3.6666666666666665,1,0,0,1,0,1,Current
35,36-45,No,0,R&D,Associates Degree,,Manufacturing Director,Female,Married,4788,0.04788,<20K,1,11,3,Fully Meets,0,4,3,3-5 years,0,0,3,Good,1,0,0,0,0,16,3.3333333333333335,1,0,0,1,0,1,Current
26,26-35,No,0,R&D,Associates Degree,,Research Scientist,Female,Married,2933,0.02933,<20K,1,13,3,Fully Meets,0,1,1,1-3 years,0,0,2,Average,0,1,1,1,1,1,2.6666666666666665,0,0,0,1,0,1,Current
40,36-45,No,0,R&D,Associates Degree,,Manufacturing Director,Female,Married,6516,0.06516,<20K,1,16,3,Fully Meets,0,18,1,1-3 years,0,0,3,Good,1,0,1,1,2,8,1.6666666666666667,0,1,1,0,0,1,Current
33,26-35,No,0,R&D,Associates Degree,,Healthcare Representative,Female,Married,4878,0.04878,<20K,1,13,3,Fully Meets,0,10,9,5-10 years,1,0,3,Good,1,0,1,1,0,15,2.3333333333333335,0,0,1,0,0,1,Current
49,46-55,No,0,R&D,High School,,Healthcare Representative,Female,Married,13966,0.13966,<20K,1,19,3,Fully Meets,0,30,15,15-20 years,1,0,3,Good,1,0,1,1,2,6,2.6666666666666665,0,0,0,1,0,1,Current
44,36-45,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Female,Married,7879,0.07879,<20K,1,19,3,Fully Meets,0,9,8,5-10 years,1,0,3,Good,1,0,1,1,1,2,3.0,0,0,1,0,0,1,Current
38,36-45,No,0,R&D,Associates Degree,,Manufacturing Director,Female,Married,7756,0.07756,<20K,1,19,3,Fully Meets,0,10,5,5-10 years,0,0,4,Excellent,1,0,1,1,3,2,3.6666666666666665,1,0,0,1,0,1,Current
36,36-45,No,0,R&D,Master's Degree,,Manufacturing Director,Female,Married,4663,0.04663,<20K,1,12,3,Fully Meets,0,7,3,3-5 years,0,0,3,Good,1,0,2,1,9,12,2.6666666666666665,0,0,1,0,0,1,Current
35,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Female,Single,6142,0.06142,<20K,1,16,3,Fully Meets,0,10,5,5-10 years,0,0,3,Good,1,0,0,0,3,10,2.3333333333333335,0,0,1,0,0,1,Current
45,46-55,No,0,R&D,Doctoral Degree,,Laboratory Technician,Female,Single,5769,0.05769,<20K,1,14,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,0,0,1,5,1.6666666666666667,0,1,0,1,0,1,Current
54,46-55,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Single,4440,0.0444,<20K,1,19,3,Fully Meets,0,9,5,5-10 years,0,0,3,Good,1,0,0,0,6,10,2.6666666666666665,0,0,1,0,0,1,Current
40,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Single,7945,0.07945,<20K,1,15,3,Fully Meets,0,18,4,3-5 years,0,0,2,Average,0,1,0,0,6,16,3.6666666666666665,1,0,1,0,0,1,Current
41,36-45,No,0,Sales,High School,,Sales Executive,Female,Divorced,10447,0.10447,<20K,1,13,3,Fully Meets,0,23,22,20+ years,1,0,4,Excellent,1,0,1,1,0,4,3.3333333333333335,1,0,1,0,0,1,Current
31,26-35,No,0,Sales,Associates Degree,,Sales Executive,Female,Divorced,6583,0.06583,<20K,1,11,3,Fully Meets,0,8,5,5-10 years,0,0,3,Good,1,0,1,1,2,10,3.6666666666666665,1,0,1,0,0,1,Current
35,36-45,No,0,Sales,Master's Degree,,Sales Executive,Female,Married,5204,0.05204,<20K,1,11,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,0,0,1,7,3.6666666666666665,1,0,1,0,0,1,Current
34,26-35,No,0,Sales,High School,,Sales Executive,Female,Married,8103,0.08103,<20K,1,12,3,Fully Meets,0,9,4,3-5 years,0,0,2,Average,0,1,0,0,3,3,3.6666666666666665,1,0,0,1,0,1,Current
36,36-45,No,0,Sales,Master's Degree,,Sales Executive,Female,Married,5673,0.05673,<20K,1,13,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,1,1,1,10,2.0,0,1,0,1,0,1,Current
47,46-55,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,4591,0.04591,<20K,1,17,3,Fully Meets,0,11,5,5-10 years,0,0,2,Average,0,1,1,1,3,14,3.0,0,0,1,0,0,1,Current
